,上越市牧区柳島,37.068,138.380
,上越市頸城区百間町,37.178,138.331
,上郡町大持,34.850,134.361
,上里町七本木,36.247,139.145
,上野原市役所,35.629,139.107
,上野原市秋山,35.569,139.078
,上関町室津,33.829,132.117
,上関町長島,33.816,132.109
,下仁田町下小坂,36.223,138.756
,下北山村寺垣内,34.006,135.953
,下呂市下呂小学校,35.793,137.244
,下呂市小坂町,35.943,137.262
,下呂市萩原町,35.870,137.209
,下呂市金山町,35.662,137.162
,下呂市馬瀬,35.861,137.173
,下妻市本城町,36.184,139.967
,下妻市鬼怒,36.158,139.964
,下川町北町,44.280,142.642
,下市町下市,34.360,135.791
,下松市大手町,34.003,131.866
,下條村睦沢,35.388,137.785
,下田市中,34.673,138.951
,下諏訪町役場,36.064,138.080
,下郷町塩生,37.248,139.874
,下郷町高陦,37.299,139.900
,下野市大松山,36.422,139.855
,下野市田中,36.378,139.878
,下野市石橋,36.430,139.859
,下野市笹原,36.389,139.850
,下関市役所,33.940,130.939
,下関市清末陣屋,34.052,131.020
,下関市菊川町下岡枝,34.108,131.028
,下関市菊川町田部,34.108,131.035
,下関市豊北町滝部,34.282,130.947
,下関市豊北町角島,34.344,130.866
,下関市豊浦町浄水場,34.139,130.925
,下関市豊田町殿敷,34.195,131.072
,与論町茶花,27.049,128.419
,与謝野町加悦,35.498,135.097
,与謝野町四辻,35.524,135.101
,与謝野町岩滝,35.562,135.152
,与那原町上与那原,26.182,127.752
,与那国町役場,24.459,123.021
,世羅町小国,34.595,132.930
,世羅町東神崎,34.563,133.052
,世羅町西上原,34.563,133.058
,中之条町中之条町,36.586,138.839
,中之条町入山,36.633,138.646
,中之条町小雨,36.585,138.630
,中井町比奈窪,35.328,139.216
,中土佐町久礼,33.315,133.231
,中土佐町大野見吉野,33.326,133.141
,中城村当間,26.250,127.790
,中央市大鳥居,35.561,138.556
,中央市成島,35.590,138.544
,中央市臼井阿原,35.590,138.515
,中富良野町本町,43.367,142.428
,中山町長崎,38.320,140.283
,中島村滑津,37.151,140.349
,中川村大草,35.624,137.944
,中札内村東２条,42.657,143.133
,中標津町丸山,43.515,144.970
,中泊町中里,40.947,140.434
,中泊町小泊,41.123,140.297
,中津川市付知町,35.660,137.429
,中津川市加子母,35.714,137.371
,中津川市坂下,35.571,137.525
,中津川市小栗山,35.657,137.423
,中津川市山口,35.555,137.542
,中津川市川上,35.610,137.498
,中津川市本町,35.487,137.500
,中津川市福岡,35.560,137.451
,中津川市蛭川,35.521,137.379
,中津市三光,33.537,131.197
,中津市山国町,33.381,131.042
,中津市本耶馬渓町,33.475,131.167
,中津市植野,33.549,131.263
,中津市耶馬溪町,33.437,131.116
,中津市豊田町,33.580,131.190
,中種子町野間,30.501,130.955
,中能登町井田,36.954,136.919
,中能登町末坂,36.976,136.903
,中能登町能登部下,36.950,136.865
,中野市三好町,36.730,138.369
,中野市豊津,36.761,138.326
,中間市中間,33.798,130.704
,中間市長津,33.810,130.704
,中頓別町中頓別,44.953,142.289
,串本町串本,33.473,135.783
,串本町古座,33.514,135.834
,串間市都井,31.394,131.307
,丸亀市大手町,34.266,133.796
,丸亀市新田町,34.245,133.790
,丸亀市綾歌町,34.213,133.880
,丸亀市飯山町,34.245,133.861
,丸森町鳥屋,37.898,140.763
,丹波山村丹波,35.788,138.919
,丹波市山南町,35.071,135.040
,丹波市市島町,35.211,135.137
,丹波市春日町,35.169,135.105
,丹波市柏原町,35.130,135.080
,丹波市氷上町,35.177,135.037
,丹波市青垣町,35.248,135.003
,久万高原町久万,33.639,132.904
,久万高原町東川,33.623,133.007
,久万高原町柳井川,33.538,133.007
,久万高原町渋草,33.671,133.032
,久喜市栗橋,36.127,139.696
,久喜市菖蒲,36.059,139.602
,久喜市青葉,36.071,139.696
,久喜市鷲宮,36.100,139.667
,久山町久原,33.630,130.498
,久御山町田井,34.881,135.730
,久慈市山形町,40.130,141.575
,久慈市長内町,40.163,141.770
,久留米市三潴町,33.238,130.469
,久留米市北野町,33.325,130.586
,久留米市城南町,33.301,130.505
,久留米市城島町,33.232,130.424
,久留米市小森野町,33.307,130.513
,久留米市田主丸町,33.325,130.689
,久米南町下弓削,34.909,133.963
,久米島町仲泊,26.341,126.746
,久米島町比嘉,26.330,126.821
,乙部町緑町,41.938,140.137
,九十九里町片貝,35.533,140.441
,九度山町九度山,34.286,135.562
,九戸村伊保内,40.196,141.423
,九重町後野上,33.207,131.190
,亀山市本丸町,34.852,136.451
,亀山市椿世町,34.866,136.454
,亀山市関町木崎,34.850,136.391
,亀岡市余部町,35.015,135.562
,二宮町中里,35.307,139.252
,二戸市浄法寺町,40.168,141.156
,二戸市石切所,40.246,141.293
,二本松市小浜,37.553,140.507
,二本松市油井,37.599,140.462
,二本松市金色,37.573,140.430
,二本松市針道,37.583,140.584
,五ヶ瀬町三ヶ所,32.661,131.197
,五島市三井楽町,32.723,128.688
,五島市上大津町,32.648,128.843
,五島市奈留町,32.810,128.931
,五島市富江町富江,32.599,128.762
,五島市岐宿町,32.729,128.754
,五島市玉之浦町,32.617,128.615
,五戸町倉石中市,40.489,141.257
,五所川原市敷島町,40.803,140.448
,五所川原市相内,41.046,140.347
,五所川原市金木町,40.892,140.456
,五木村甲,32.375,130.822
,五條市大塔町辻堂,34.171,135.755
,五條市本町,34.350,135.692
,五條市西吉野町,34.281,135.748
,五泉市太田,37.731,139.184
,五泉市愛宕甲,37.680,139.190
,五霞町小福田,36.115,139.743
,井原市井原町,34.574,133.462
,井原市美星町,34.664,133.546
,井原市芳井町,34.611,133.430
,井川町北川尻,39.898,140.080
,井手町井手,34.796,135.803
,亘理町下小路,38.025,140.852
,交野市私部,34.787,135.680
,京丹後市丹後町,35.740,135.101
,京丹後市久美浜市民局,35.589,134.901
,京丹後市久美浜町広瀬,35.589,134.894
,京丹後市大宮町,35.581,135.097
,京丹後市峰山町,35.623,135.060
,京丹後市弥栄町溝谷,35.657,135.092
,京丹後市網野町,35.680,135.028
,京丹波町本庄,35.255,135.394
,京丹波町橋爪,35.177,135.374
,京丹波町蒲生,35.164,135.423
,京極町京極,42.814,140.892
,京田辺市田辺,34.812,135.766
,京都上京区今出川御前,35.026,135.732
,京都上京区薮ノ内町,35.019,135.753
,京都下京区河原町塩小路,34.987,135.764
,京都中京区河原町御池,35.011,135.766
,京都伏見区久我,34.934,135.728
,京都伏見区向島,34.919,135.773
,京都伏見区淀,34.904,135.721
,京都伏見区竹田,34.955,135.760
,京都伏見区醍醐,34.947,135.807
,京都北区中川,35.088,135.687
,京都北区紫竹,35.049,135.748
,京都南区西九条,34.972,135.746
,京都右京区京北周山町,35.156,135.632
,京都右京区太秦,35.013,135.707
,京都右京区嵯峨,35.017,135.682
,京都右京区嵯峨樒原,35.073,135.610
,京都山科区安朱川向町,34.994,135.816
,京都山科区西野,34.985,135.810
,京都左京区大原,35.113,135.823
,京都左京区岩倉,35.066,135.776
,京都左京区広河原能見町,35.250,135.766
,京都左京区田中,35.036,135.780
,京都左京区花脊,35.211,135.773
,京都左京区鞍馬,35.105,135.762
,京都東山区清水,34.996,135.776
,京都西京区大枝,34.968,135.673
,京都西京区樫原,34.973,135.694
,人吉市蟹作町,32.183,130.770
,仁木町西町,43.109,140.766
,仁淀川町土居,33.591,133.174
,仁淀川町大崎,33.559,133.174
,仁淀川町森,33.522,133.129
,今別町今別,41.173,140.485
,今帰仁村仲宗根,26.672,127.966
,今治市上浦町,34.245,133.039
,今治市伯方町,34.186,133.116
,今治市吉海町,34.123,133.045
,今治市大三島町,34.229,132.994
,今治市大西町,34.038,132.923
,今治市宮窪町,34.154,133.077
,今治市朝倉北,33.974,133.019
,今治市波方町,34.075,132.949
,今治市玉川町,34.000,132.942
,今治市菊間町,34.016,132.840
,今治市関前岡村,34.165,132.885
,今金町今金,42.390,140.024
,仙北市田沢湖生保内上清水,39.683,140.716
,仙北市田沢湖生保内宮ノ後,39.683,140.730
,仙北市田沢湖田沢,39.760,140.665
,仙北市西木町上桧木内,39.799,140.578
,仙北市西木町上荒井,39.639,140.571
,仙北市角館町小勝田,39.578,140.557
,仙台太白区山田,38.208,140.826
,仙台宮城野区苦竹,38.254,140.929
,仙台泉区将監,38.325,140.884
,仙台若林区遠見塚,38.233,140.916
,仙台青葉区作並,38.304,140.635
,仙台青葉区落合,38.259,140.788
,仙台青葉区雨宮,38.264,140.865
,伊万里市立花町,33.245,129.880
,伊丹市千僧,34.781,135.401
,伊予市下吾川,33.745,132.711
,伊予市中山町,33.623,132.711
,伊予市双海町,33.671,132.641
,伊仙町伊仙,27.687,128.935
,伊佐市大口鳥巣,32.040,130.586
,伊佐市菱刈前目,31.996,130.638
,伊勢原市伊勢原,35.401,139.308
,伊勢崎市今泉町,36.305,139.192
,伊勢崎市境,36.270,139.246
,伊勢崎市東町,36.337,139.246
,伊勢崎市西久保町,36.374,139.228
,伊勢市二見町茶屋,34.503,136.779
,伊勢市小俣町元町,34.505,136.674
,伊勢市岩淵,34.485,136.707
,伊勢市御薗町長屋,34.507,136.710
,伊勢市楠部町,34.487,136.732
,伊奈町小室,35.999,139.622
,伊平屋村役場,27.037,127.979
,伊方町三崎,33.375,132.117
,伊方町三机,33.437,132.249
,伊方町湊浦,33.468,132.352
,伊是名村仲田,26.923,127.941
,伊根町亀島,35.676,135.294
,伊根町日出,35.672,135.271
,伊江村東江前,26.706,127.803
,伊豆の国市四日町,35.059,138.951
,伊豆の国市田京,35.013,138.943
,伊豆の国市長岡,35.028,138.928
,伊豆大島町波浮港,34.684,139.443
,伊豆市八幡,34.953,138.996
,伊豆市土肥,34.900,138.792
,伊豆市小立野,34.977,138.946
,伊豆市市山,34.900,138.925
,伊豆市湯ケ島,34.880,138.927
,伊賀市上野丸之内,34.758,136.131
,伊賀市下柘植,34.819,136.214
,伊賀市小田町,34.758,136.113
,伊賀市島ヶ原,34.758,136.058
,伊賀市平田,34.754,136.218
,伊賀市阿保,34.660,136.177
,伊賀市馬場,34.823,136.177
,伊那市下新田,35.817,137.950
,伊那市長谷溝口,35.784,138.085
,伊那市高遠町西高遠,35.827,138.056
,会津坂下町市中三番甲,37.548,139.823
,会津美里町新鶴庁舎,37.502,139.829
,会津美里町本郷庁舎,37.441,139.887
,会津美里町高田庁舎,37.451,139.842
,会津若松市北会津町,37.482,139.874
,会津若松市東栄町,37.482,139.932
,会津若松市河東町,37.543,139.925
,伯耆町吉長,35.366,133.411
,伯耆町溝口,35.328,133.437
,住田町世田米,39.137,141.574
,佐々町本田原,33.220,129.645
,佐世保市世知原町,33.238,129.748
,佐世保市八幡町,33.164,129.718
,佐世保市吉井町,33.251,129.681
,佐世保市宇久町,33.238,129.122
,佐世保市小佐々町,33.195,129.593
,佐世保市江迎町,33.288,129.630
,佐世保市鹿町町,33.257,129.586
,佐久市中込,36.242,138.474
,佐久市望月,36.262,138.362
,佐久市甲,36.271,138.403
,佐久市臼田,36.194,138.486
,佐久穂町畑,36.131,138.468
,佐久穂町高野町,36.155,138.480
,佐井村佐井,41.427,140.860
,佐井村長後,41.322,140.817
,佐伯市上浦,33.034,131.933
,佐伯市宇目,32.841,131.653
,佐伯市弥生,32.947,131.837
,佐伯市役所,32.940,131.896
,佐伯市春日町,32.953,131.903
,佐伯市本匠,32.928,131.785
,佐伯市直川,32.878,131.778
,佐伯市米水津,32.903,131.977
,佐伯市鶴見,32.922,131.962
,佐呂間町永代町,43.985,143.775
,佐川町役場,33.485,133.289
,佐渡市両津支所,38.066,138.436
,佐渡市両津湊,38.061,138.442
,佐渡市千種,38.005,138.372
,佐渡市小木町,37.815,138.277
,佐渡市岩谷口,38.249,138.436
,佐渡市新穂瓜生屋,38.005,138.429
,佐渡市松ヶ崎,37.925,138.499
,佐渡市河原田本町,37.999,138.320
,佐渡市畑野,37.995,138.396
,佐渡市相川栄町,38.025,138.238
,佐渡市真野新町,37.969,138.347
,佐渡市羽茂本郷,37.850,138.315
,佐渡市赤泊,37.868,138.412
,佐用町三日月,34.967,134.438
,佐用町上月,34.962,134.323
,佐用町下徳久,34.973,134.387
,佐用町佐用,34.983,134.361
,佐賀市三瀬,33.412,130.277
,佐賀市久保田,33.214,130.240
,佐賀市大和,33.294,130.277
,佐賀市富士町,33.357,130.204
,佐賀市川副,33.170,130.321
,佐賀市東与賀,33.189,130.285
,佐賀市栄町,33.245,130.307
,佐賀市諸富,33.207,130.351
,佐賀鹿島市納富分,33.083,130.101
,佐那河内村下,33.974,134.458
,佐野市中町,36.378,139.612
,佐野市田沼町,36.366,139.571
,佐野市葛生東,36.393,139.612
,佐野市高砂町,36.307,139.576
,余市町浜中町,43.155,140.804
,信濃町柏原東裏,36.796,138.206
,倉吉市葵町,35.413,133.828
,倉吉市関金町大鳥居,35.350,133.758
,倉敷市下津井,34.425,133.790
,倉敷市児島小川町,34.447,133.816
,倉敷市水島北幸町,34.516,133.745
,倉敷市沖,34.569,133.758
,倉敷市玉島阿賀崎,34.526,133.674
,倉敷市白楽町,34.569,133.764
,倉敷市真備町,34.606,133.694
,倉敷市船穂町,34.563,133.713
,倶知安町北４条,42.860,140.779
,備前市吉永町,34.792,134.207
,備前市日生町,34.712,134.271
,備前市東片上,34.723,134.188
,光市中央,33.947,131.940
,光市岩田,33.971,131.999
,入善町入膳,36.923,137.500
,入間市豊岡,35.836,139.390
,八丈町富士グランド,33.072,139.800
,八代市千丁町,32.518,130.630
,八代市坂本町,32.419,130.652
,八代市東陽町,32.524,130.711
,八代市松江城町,32.487,130.601
,八代市泉支所,32.530,130.807
,八代市鏡町,32.543,130.645
,八千代市大和田新田,35.720,140.099
,八千代町菅谷,36.182,139.890
,八女市上陽町,33.220,130.638
,八女市吉田,33.207,130.557
,八女市星野村,33.232,130.763
,八女市本町,33.195,130.557
,八女市矢部村,33.133,130.822
,八女市立花町,33.183,130.586
,八女市黒木町今,33.201,130.667
,八尾市本町,34.625,135.601
,八峰町八森木戸の沢,40.373,139.979
,八峰町峰浜目名潟,40.301,140.037
,八幡市八幡,34.874,135.705
,八幡平市叺田,40.086,141.055
,八幡平市田頭,39.904,141.084
,八幡平市野駄,39.937,141.070
,八幡浜市五反田,33.431,132.433
,八幡浜市保内町,33.462,132.403
,八戸市内丸,40.500,141.481
,八戸市南郷,40.389,141.438
,八潮市中央,35.821,139.837
,八王子市堀之内,35.627,139.402
,八王子市石川町,35.667,139.358
,八百津町八百津,35.474,137.140
,八街市八街,35.665,140.317
,八郎潟町大道,39.931,140.073
,八重瀬町具志頭,26.113,127.740
,八重瀬町東風平,26.147,127.715
,八雲町住初町,42.224,140.263
,八雲町熊石雲石町,42.095,139.986
,八頭町北山,35.344,134.361
,八頭町船岡,35.376,134.252
,八頭町郡家,35.392,134.252
,六戸町犬落瀬,40.594,141.330
,共和町南幌似,42.934,140.615
,兵庫太子町鵤,34.813,134.573
,兵庫神河町寺前,35.047,134.740
,兵庫神河町新田,35.167,134.881
,兵庫稲美町国岡,34.748,134.915
,兵庫香美町小代区,35.440,134.535
,兵庫香美町村岡区神坂,35.440,134.580
,兵庫香美町香住区香住,35.626,134.631
,内子町内子,33.533,132.653
,内子町小田,33.549,132.801
,内子町平岡,33.517,132.660
,内灘町大学,36.642,136.648
,出雲崎町川西,37.525,138.711
,出雲市佐田町反辺,35.233,132.718
,出雲市塩冶有原町,35.344,132.743
,出雲市多伎町小田,35.265,132.621
,出雲市大社町杵築南,35.371,132.686
,出雲市平田町,35.419,132.820
,出雲市斐川町荘原,35.376,132.840
,出雲市湖陵町二部,35.307,132.673
,函南町平井,35.088,138.951
,函館市大森町,41.745,140.741
,函館市川汲町,41.874,140.968
,函館市新浜町,41.809,141.144
,函館市日ノ浜町,41.763,141.106
,函館市泊町,41.720,141.005
,刈羽村割町新田,37.415,138.624
,刈谷市寿町,34.984,136.999
,初山別村初山別,44.501,141.773
,別府市上野口町,33.263,131.491
,別海町本別海,43.339,145.285
,別海町西春別,43.367,144.769
,利尻富士町鴛泊,45.239,141.220
,利尻町沓形,45.174,141.144
,利府町利府,38.320,140.973
,前橋市堀越町,36.416,139.157
,前橋市大手町,36.387,139.062
,前橋市富士見町,36.455,139.074
,前橋市粕川町,36.407,139.209
,前橋市駒形町,36.344,139.133
,前橋市鼻毛石町,36.436,139.174
,剣淵町仲町,44.059,142.365
,加古川市志方町,34.830,134.824
,加東市天神,34.906,135.067
,加東市河高,34.926,134.937
,加茂市幸町,37.655,139.043
,加西市北条町,34.926,134.844
,加賀市大聖寺南町,36.300,136.314
,加賀市山中温泉湯の出町,36.242,136.373
,加須市三俣,36.132,139.602
,加須市北川辺,36.192,139.661
,加須市大利根,36.141,139.664
,加須市騎西,36.103,139.572
,勝央町勝間田,35.020,134.117
,勝浦市新官,35.158,140.323
,勝浦町久国,33.910,134.515
,北上市相去町,39.247,141.098
,北中城村喜舎場,26.284,127.790
,北九州八幡東区大谷,33.847,130.807
,北九州八幡西区相生町,33.835,130.748
,北九州小倉北区大手町,33.866,130.873
,北九州小倉南区横代東町,33.816,130.903
,北九州小倉南区若園,33.829,130.881
,北九州戸畑区新池,33.884,130.829
,北九州若松区桜町,33.891,130.807
,北九州門司区不老町,33.884,130.932
,北名古屋市熊之庄,35.247,136.886
,北名古屋市西之保,35.242,136.864
,北塩原村北山,37.644,139.938
,北大東村中野,25.947,131.308
,北山村大沼,33.928,135.971
,北島町中村,34.107,134.548
,北川村野友,33.432,134.047
,北広島市共栄,42.952,141.559
,北広島町大朝,34.773,132.462
,北広島町川小田,34.723,132.278
,北広島町豊平郵便局,34.661,132.403
,北方町北方,35.433,136.683
,北本市本町,36.028,139.531
,北栄町土下,35.461,133.822
,北栄町由良宿,35.472,133.758
,北相木村役場,36.049,138.550
,北秋田市新田目,40.141,140.326
,北秋田市米内沢,40.102,140.383
,北秋田市阿仁水無,39.975,140.405
,北秋田市阿仁銀山,39.981,140.405
,北竜町和,43.690,141.887
,北茨城市中郷町,36.775,140.729
,北茨城市磯原町,36.798,140.752
,北見市南仲町,43.764,143.900
,北見市常呂町常呂,44.086,144.077
,北見市留辺蘂町富士見,43.634,143.309
,北見市留辺蘂町栄町,43.745,143.611
,北見市端野町二区,43.819,143.951
,北谷町桑江,26.307,127.765
,匝瑳市今泉,35.653,140.569
,匝瑳市八日市場ハ,35.701,140.564
,十勝大樹町東本通,42.464,143.284
,十勝大樹町生花,42.583,143.422
,十勝池田町西１条,42.888,143.447
,十和田市奥瀬,40.571,141.113
,十和田市西二番町,40.599,141.207
,十和田市西十二番町,40.599,141.214
,十日町市上山,37.042,138.700
,十日町市下条,37.193,138.781
,十日町市千歳町,37.128,138.756
,十日町市松之山,37.077,138.608
,十日町市松代,37.121,138.608
,十日町市水口沢,37.152,138.738
,十津川村小原,33.981,135.792
,千代田町赤岩,36.218,139.440
,千早赤阪村水分,34.461,135.621
,千曲市上山田温泉,36.469,138.144
,千曲市戸倉,36.489,138.144
,千曲市杭瀬下,36.519,138.119
,千歳市支笏湖温泉,42.731,141.408
,千歳市若草,42.749,141.610
,千葉中央区千葉市役所,35.607,140.102
,千葉中央区都町,35.610,140.137
